ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT
CNTS_200000000014289,김민경,처음에 물어보러 들어갔더니 사장님은 관심도 없고 아줌마분들이 전세내고 쓰는 느낌이라 들어가기 거북해서 편하게 못있었음..,kakao,1.0,22.05.24.
CNTS_200000000014276,민아,제주에 이만한 소형견전용운동장이있을까욥...최고입니댜,kakao,5.0,22.07.04.
CNTS_200000000014276,클로이,할말하않....,kakao,1.0,22.05.24.
CNTS_200000000014276,ys,사장님들께서 강아지를 사랑하시는게 느껴집니다. 잔디밭에서 놀고 목욕도 시키고 올 수 있어 좋아요.,kakao,5.0,22.05.14.
CNTS_200000000014276,yeahyeap, ,kakao,2.0,20.10.04.
CNTS_200000000007941,권영영,가격대비 넘 아쉬움이 크네요.딱새우장 전복장 소라장 문어장 간장게장다 장 종류만 있으니 다른맛을 느낄수가 없네요.먹다보니 그냥 짠맛그런데 일인당 33000원이면 가성비 많이 떨어지는 느낌.미역국도 계란말이도 해놓은걸 전자렌지에 뎁혀서 주는 느낌.또 가기에는 돈이 아까운 느낌,kakao,2.0,22.12.07.
CNTS_200000000007941,태영,전복장이 있기 때문에 비린거 못 먹는 사람은 비추며서해권 짠 간장게장맛에 길들인 사람들은 괜히 와서먹고 심심하니 뭐니 해서 별태하지 마시길..본인 입맛도 모르고 와서 악평쓰는것도 멍청한 짓임,kakao,5.0,22.10.10.
CNTS_200000000007941,릿,굳이 이거 먹으러 여기까지 가야하나 싶은 맛.간장베이스를 싫어하는 나에게는 그저 간장에 담갔다 뺀 해물들…,kakao,3.0,22.05.01.
CNTS_200000000007941,유도달,해산물요리를 저렴하게 먹을수있어서 좋아요~~낮술먹기 좋은집!!,kakao,5.0,22.03.04.
CNTS_200000000007941,예지,싱싱하고 맛도좋고 뷰도좋고 인테리어도 맘에들었어요~~담번 제주여행 갈때도 다시 들릴예정입니다~~~귿귿~~~^^,kakao,5.0,22.03.02.
CNTS_200000000007941,정선,주차편함 특별한맛이있음,kakao,5.0,22.03.02.
CNTS_200000000007941,정윤석,"최악입니다 예약하고 갔더니 음식을 뚜껑도 안 덮은 채 냉장고에서 꺼내 주시더군요. 이런 곳 처음 봅니다. 위생 대체 어디간 건가요. 요리하시는 분 가족인지 남자분이 패딩입은 채로 서빙하고, 맛도 없고 양도 적습니다. 사진에 있는 접시가 2인분입니다. 랩핑도 뚜껑도 없이 냉장고에서 꺼내준 회를 6만 원 주고 먹으시는 분 없길 바랍니다",kakao,1.0,21.12.24.
CNTS_200000000007941,p,사진 찍기위한 곳. 게장 좋아하는데 맛이 너무 없고 비려서 다 남겼어요. 식당이라기보다 스튜디오 느낌… 맛있는 한끼를 기대하신다면 비추,kakao,1.0,21.09.25.
CNTS_200000000007941,나리,플레이팅이 예뻐 눈으로 한번먹고 하나하나 다 신선해서 맛있게 먹었음!,kakao,5.0,21.08.06.
CNTS_200000000007941,김민경,잘 먹었습니다 친절하세용,kakao,5.0,21.08.06.
CNTS_200000000007941,Alyssa,제주에 갈 때마다 꼭 예약하는 집.짜지 않고 감칠맛 나는 해물장에 매콤한 딱새우장도 너무 맛있어요 ㅎㅎ,kakao,5.0,21.06.03.
CNTS_200000000007941,ㅇㅁㅇ,엄청예쁘게 나와요. 물론 맛도 있구요. 짜지않아서 배에 계속들어가네요.  밥한공기 금방 사라져요. 사장님도 친절하세요. 창가에서 문열고 먹으면 바닷가풍경이 들어와요. 눈과 입 모두 미식을 즐길수있습니다.,kakao,5.0,21.05.30.
CNTS_200000000007941,뇸뇸,플레이팅 예뻐서 사진찍기 좋음맛은 진짜 모르겠다해물장 엄청 좋아하는데 비린 맛이 너무 강하고 양도 적었다,kakao,2.0,21.05.15.
CNTS_200000000007941,진주,일단 사장님이 매우 친절하세요. 정갈하게 식사도 나오고 제주도 감성이 물씬 나서 좋았네요. 제주도에 간다면 또 한번 방문할 의사가 있습니다. 식사가 장인데도 불구하고 대체적으로 짜지 않아서 좋았어요.,kakao,5.0,21.04.18.
CNTS_200000000007941,냠냠,맛있어요!!!,kakao,5.0,21.02.12.
CNTS_200000000007941,노동하는근로자,&lt;&lt;혼자간 제주도&gt;&gt;예약안하고 지나가다 급 보고 들어감.처음 들어갔을때 첫인상은 별로였어서.. 나갈까 하는 잠깐 고민도 했지만 이왕 들어온거 앉아서 기다림메뉴 따로없는 단일메뉴.카맵 리뷰들이 돈아깝다길래 살짝 걱정...전 괜찮던데요?ㅋ 해산물을 좋아하긴 하는데 그렇다고 아무거나 다잘먹진 않고.. 먹다 남기고 나가는 스타일..장 주시면서 하나하나 설명해주시는것도 좋았고..다른 테이블에서 유일하게 들리는 소리들은 밥한공기 더달라는 말들ㅋㅋ내장이 없어서 살에 노른자 올린거 마지막에 참기름 올려 비벼서 김싸먹으라고 한건... 오..... 여기 오기 잘했다..싶었음ㅎ밥비빈 사진이 읍네ㅠㅠ사장님 손안좋으신것 같던데 치료 잘 받으셔여:),kakao,5.0,20.12.09.
CNTS_200000000007941,🍪,"음식에 가성비 안 따지는편인데도 가성비 최악.. 돈 아깝다고 느꼈어요,,, 인당 3만원은 EVA .. 2만원정도면 비쥬얼값으로 치고 한번쯤 먹을만한듯,, 맛은 전 괜찮았는데 같이 먹은 친구는 비렸다고 하네요",kakao,2.0,20.10.19.
CNTS_200000000007941,맛사냥꾼,"단일메뉴 하나로 1인당 무조건 3만원메뉴사진보다 양이 너무 작아서 충격받았어요근데 인원이 많아진다고 양이 더 많아보이지도 않아요,,맛은 정말 좋았는데 가성비이 충격받았어요딱 이쁜 음식 사진찍기는 좋은 메뉴,,,",kakao,2.0,20.10.11.
CNTS_200000000007941,맛집찾아다니기,딱새우장 jmt사장님 친절하심하루에30명만 받으니 재료도 신선함그래서 가격이 조금 비싼듯..제주에오면 한번쯤 가볼만한곳,kakao,4.0,20.10.02.
CNTS_200000000007941,어뮤즈,"리뷰보고 찾아갔습니다2인6만원 즉 1인3만원1인기준-전복중자2마리,딱새우3마리랑 살만 발려만든장황게한마리,뿔소라반마리,문어작은거 다리2개 계란반개이게3만원치입니다.간장으로된 장으로 숙성시킨 음식입니다글쎄요 한번 먹을만 하지만,가성비를 따진다면다신 갈수없는곳 같습니다.비쥬얼만 가지고 음식을 먹을순없는거라아쉽네요",kakao,3.0,20.09.06.
CNTS_200000000007941,정유경 jay jeong,음식은 단일메뉴 1인당 3만원. 사진비주얼 그대로 나오구요. 일반적인 장처럼 간이 세지 않아 먹기 너무 좋았어요!! 반찬도 정갈하고 안에서 보는 썬팅된 바다도 너무 좋았어요. 저는 운 좋게 바로 먹었지만 수량이 정해져있어 예약을 해야한다구 하네요~ 추천합니다b,kakao,4.0,20.07.18.
CNTS_200000000007941,김영목(Youngmook Kim),제주산 자연산 식재료로 만들어서 그런지 건강해지는 느낌입니다.맛있게 먹고갑니다 다음에 다시 오고싶은 식당입니다^^,kakao,5.0,20.06.22.
CNTS_200000000007941,김수아,맛있어요!딱새우쌈짱 진짜맛있음,kakao,4.0,20.05.10.
CNTS_200000000007941,션이,"가게가 우선 정말 예쁘고, 메뉴는 더 예쁨. 사장님이 친절하게 설명해주셔서 좋았어요! 맛있어서 밥 한공기 더 추가해먹음 ㅎㅎ 근데 장만 먹기엔 딱 괜찮은데 밥비벼먹기엔 좀 싱거웠어요. 양념이 조금만 더 간간했으면 더 좋았을 것 같아요! 짜지않고 엄청 건강한 맛이긴 함!",kakao,5.0,20.03.14.
CNTS_200000000007941,이지연,제주에서 먹은 음식 중에 최고...또 생각나네요ㅜㅜ가격대가 있으나 그 이상입니다요만큼 해산물을 회로 먹어도 이것보다 훨씬 비싼데가격이 어찌 이리 되는지 ...?추천추천 짜지도 않고 맛있어요ㅠㅠ,kakao,5.0,20.02.20.
CNTS_200000000007941,웅,존맛탱구리~,kakao,5.0,20.02.20.
CNTS_200000000007941,제주흐림,"지나친 가격, 거의 모든 해산물이 간장베이스만으로 이루어진?? 아무리 생각해도 과도한 가격.",kakao,1.0,20.02.16.
CNTS_200000000007941,담뚜,아 딘땨 마싯서여,kakao,5.0,20.01.05.
CNTS_200000000007941,지용훈,와 말이필요없는 제주에서 먹은음식중다연쵝오,kakao,5.0,19.12.17.
CNTS_200000000014088,이서,디저트도 너무 맛있고 음료도 괜찮아요 ! 자리가 너무 편하고 공간도 갬성 장난 아님니다ㅋㅋㅋㅋㅋㅋ 작품들이랑 가구들로 잘 꾸며져 있어서 사진도 잘나와여,kakao,5.0,22.09.03.
CNTS_200000000014088,!,분위기 맛집,kakao,5.0,22.08.09.
CNTS_200000000014088,콩콩,자리도 넓고 짱 이뻐요,kakao,5.0,22.08.04.
CNTS_200000000014088,Lucy,커피랑 베이커리 다 맛있어요 가격도 합리적! 거기에 바다뷰까지 진짜 좋네요. 생긴지 얼마 안돼서 온게 얼마나 다행인지 ㅎㅎ 조만간 애월 핫플 될거 같은 느낌 ㅎ,kakao,5.0,22.07.21.
CNTS_200000000014088,Jin,감동 받고 갑니다 로컬에게 추천 받은 얼마 지은 지 안된 카페인데 제주 최애 카페로 등극!!ㅜㅜ,kakao,5.0,22.06.04.
CNTS_200000000014088,보물찾기,노출 콘크리트 인테리어로 되어 있어서 좀 오래 있으면 머리가 아파요. 경치가 좋아 오래 있고 싶은 데 아쉽네요. 커피도 특별히 맛있지는 않아요.,kakao,2.0,22.06.03.
CNTS_200000000014088,구리멍,"우연히 발견했는데, 최고입니다……와인 친절하게 설명해주시고 테이스팅 도와주신여직원분? 여사장님? 정말정말 친절하세요!!!와인 사마시는 가격에 전시회도 구경한 느낌이에요!진짜진짜 요긴 꼭 가보셔야합니다!!",kakao,5.0,22.05.20.
CNTS_200000000014088,냠냠쩝쩝화이팅, ,kakao,5.0,22.05.02.
CNTS_200000000014088,ssippol,여기 진짜 예쁘고 좋아요,kakao,5.0,22.03.26.
CNTS_200000000014088,지혜,"아이슈페너 진짜 맛있는데 레몬에이드는 왜 베스트메뉴인지 모르겠어요ㅜㅜ 넘 달고 셔서,,, ㅠ 아쉬었습니다! 카페 분위기는 미술관같고 넘 좋아요! 재방문의사 있습니다!",kakao,4.0,22.03.22.
CNTS_200000000014088,어서옵,넓고 큰 대형 카페. 생강라떼가 진짜 진하고 맛있다. 너무 진해서 매울정도! 날씨가 추운 날이었는데 덕분에 감기룰 이겨냈다. 사장님도 친절하시고 밑에는 재밌는 아트 클래스를 진행하던데 다음번에 이용해보고싶음,kakao,5.0,22.03.09.
CNTS_200000000014088,김동훈,분위기 좋고 너무 이뻐요,kakao,5.0,22.03.06.
CNTS_200000000014088,양팔통, ,kakao,5.0,22.03.05.
CNTS_200000000010335,애플망고, ,kakao,5.0,22.11.18.
CNTS_200000000010335,애플망고, ,kakao,5.0,22.11.18.
CNTS_200000000010335,애플망고, ,kakao,5.0,22.11.18.
CNTS_200000000010335,애플망고, ,kakao,5.0,22.11.18.
CNTS_200000000014302,haruya,너무 좋은데 후기가 없어서 남겨요!제주에 내려 온 이후로 일정하게 다니는 곳은 없었고근처에 비교적 예약이 빨리 되는 곳에가서 미용을 했었어요. 최근 미용했던 샵이 너무 실망스러워서검색하다가 쿠키네를 방문하게됐고이전에 다녔던 곳들보다 너무 예쁘게 잘해주셔서 만족스러웠습니다!가격도 다른 곳보다 만원이나 더 저렴..최근에 생겨서 그런지 매장도 깔끔 청결!미용 후 챙겨주시는 간식도 감사하게 잘 먹였습니다.앞으론 여기로 정착이에요!!,kakao,5.0,22.07.31.
CNTS_200000000014273,심수지,"사장님들 너무 친절하시고, 멍멍이들 케어도 정말 잘해주세요. 막둥이가 유치원 가는 걸 정말 좋아하거든요.. 그것만 봐도 사장님들께서 얼마나 사랑과 정성으로 곱닥이들 돌봐주시는지 알 수 있더라고요.",kakao,5.0,22.01.22.
CNTS_200000000014273,닌마,"친절하고, 체계적입니다.유치원이용중인데,울 아가가 스트레스 안받고, 친구들하고 잘지냅니다. ^^ 늘감사합니다.",kakao,5.0,20.09.29.
CNTS_000000000021985,뗀석기,여자알바가 자꾸 그만두는건 일이 힘들어서가 아니라 아저씨직원분때문입니다...,kakao,1.0,23.01.17.
CNTS_000000000021985,이지윤,불친절의 극치...일하기싫으면 집에가세요 왜출근해서 서로기분잡치게함?,kakao,1.0,23.01.17.
CNTS_000000000021985,강미희,남자사장인지 누군지 매우 불친절 .. 마스크도 안껴서 입냄새났음,kakao,1.0,22.10.05.
CNTS_000000000021985,Earth,사진 받으려면 전화번호 적고 가래서 화이트보드에 날짜 시간 이름 전화번호 다 적고 갔는데도 안 보내 주심.. 바쁘신가해서 기다렸는데도 안 오고 결국 연락했더니 답장이 이렇게 옴 ㅠㅠㅠㅋㅋ 여러분들은 꼭 당일날 바로 달라고 하셔요.. ㅜ,kakao,1.0,22.06.10.
CNTS_000000000021985,민들레,절대 가지마세요진짜 말 관리도 안되어있어서 털도 듬성듬성 다 빠져있고말이 교육도 안되있고 주인말도 안들어서 말이 성질내다가 말에서 떨어질뻔했네요타는 내내 불안하고 무서워서 죽는줄 알았어요주인말 안듣고 주인보다 앞서서 뛰다가 주인이 뛰어와서 잡고 하는데 제발 말 다른말로 바꿔주시면 안되냐고 사정해도 무시하시다가 위로는 커녕“말을 그렇게 차 바꿔타듯이 타는거 아니에요” 라고 차갑게 한마디 하시는데 얼마나 화가났는지 몰라요제발 말 타고 싶으시면 다른곳 가서 타세요말 트라우마 생길 것 같습니다돈도 싼것도 아니고 비싼돈 주며 탄건데 왜 제가 혼나고 있는지 모르겠네요말들이 불쌍해요 스트레스 많이 받는 거 같던데별점 1점도 아까워죽겠는데 어떻게든 저같은 피해자 생기지 않게 리뷰 남기려고 줍니다절대 가지마세요,kakao,1.0,22.04.15.
CNTS_000000000021985,yw,진짜 벼르고 간 제주에서 외승은 무조건 하고오려고 했는데 이렇게 빨리 마감이 되는줄 몰랐어요ㅠ 이곳도 원래 마감이었는데 여사장님께서 운좋게 자리가 난걸 알려주셨어요.예약해놓고도 아래 안좋은 평들이 좀 있어서 걱정했는데...  결론은 저는 진짜 좋았어요.^^사장님도 친절하셨고 가르쳐주신 교수님도 완전 카리스마있으셔서..  아이랑 저랑 둘이서만 했는데 정말 든든했어요.무엇보다 아름다운 부소오름 숲길에서 말을 타고 거닐던 기억이 영화의 한장면처럼 머릿속에 남았네요.아이도 여러가지 체험중 외승이 가장 좋았다고 하네요.저는 강추합니다~^^,kakao,5.0,22.04.08.
CNTS_000000000021985,.,시간 낭비 오지마세요 진짜.여기 오실 바엔 다른데 가세요 그게 훨씬 이득임.밑에 댓글 보시면 여기 여 사장님? 진짜 불친절함.여기 말하는게 너무 달라요. 믿지 마세요.괜히 갔다 후회 하지 마시고 다른데 가세요.밑에 댓글들 보세요- 여기 진짜 아님 오지마세요.,kakao,1.0,22.03.03.
CNTS_000000000021985,김경완,뷰도 좋고 오랜만에 시간 가는 줄 모르고 아주 재미있게 놀다 왔네요~나중에 제주도 오면 또 방문할게요~~,kakao,5.0,22.01.05.
CNTS_000000000021985,최가영,"별 한개도 아까움. 무한대기, 물아봐도 씹고, 응대가 완전히 어이없음. 가지마세요. 어제 성산쪽 갔다가 이번에 이쪽으로 와본건데 정말 별로인 곳입니다.",kakao,1.0,21.12.11.
CNTS_000000000021985,안국헌,여기 뷰도 좋은 곳에서 승마하고 애들이 넘 행복해하네요.,kakao,5.0,21.10.05.
CNTS_000000000021985,임종원, ,kakao,4.0,21.09.27.
CNTS_000000000021985,추원호,왕초보 승마체험 60분이 어떻게 가는지 모르게 잘 탔습니다~~ 다음에 제주도 오면 다른 코스도 타고 싶어요~,kakao,5.0,21.08.31.
CNTS_000000000021985,김성옥,오름승마랜드 외승프로그램 너무 좋습니다교관님 카리스마 있으시면서 아이들한테 친절하시고 외승한 친구들 너무 재미있다고 하네요~재방문의사 100프로입니다^^,kakao,5.0,21.07.18.
CNTS_000000000021985,타츠야마,"사장인지 뭔지 나이 많은 여자 한명 있는데, 말이 정말 많음. 고객들한테 훈계하는 말투하며...장사하려면 고객대하는 태도부터 고치길...아님 그냥 손님 받지말고 말 사육이나 하면서 사시든가... 코로나 땜에 육지 사람들이 제주도 말고는 올때가 없어서 그러는지.. 요즘 제주도 사람들 말투나 태도 보면 아주 기가 막힌다 ㅎㅎㅎ밑에 Rating이나 코멘트 주욱 훓어보니..이집 Rating 낮게하는 사람들 원인 100프로 저 할멈덕분이네 ㅋㅋ",kakao,1.0,21.07.05.
