ID,TITLE,ADDRESS,LAT,LON,TEL,OPEN_TIME,PAGE,CATEGORY,DESCRIPTION,STORE_OF_KAKAO
CNTS_000000000021704,내담,제주특별자치도 서귀포시 예래로 296-1,33.241455,126.38309,064-738-2839,,,,하예동 내담 아구찜 대구탕 전문점,
CNTS_200000000007143,털보네 고양이,제주특별자치도 서귀포시 남원읍 태위로 381,33.2753832,126.6879596,,,,,위미리에서 맛보는 일본 가정식,
CNTS_200000000007150,별난카페,제주특별자치도 서귀포시 안덕면 녹차분재로 199,33.3061078,126.288574,064-792-7227,,,,지역주민들이 직접 재배한 재료를 이용한 디저트와 음료를 맛볼 수 있는 마을 카페.,
CNTS_000000000020249,피자아일랜드,제주특별자치도 서귀포시 성산읍 환해장성로 513,33.499622,126.53119,064-784-1991,10:00 ~ 23:00,www.instagram.com/pizzaisland79,분류: 피자,성산에 위치한 치즈가 맛있는 피자집,4.1점
CONT_000000000501353,제주담,제주특별자치도 제주시 구좌읍 비자림로 1575,33.4509119,126.7677935,064-782-1780,,,,구좌읍에 위치한 제주담입니다.,
CNTS_000000000022194,대굴대굴구이,제주시 성신로2길 19,33.492172,126.487236,064-900-9668,,,,우리나라 고유종 여수산 굴만 취급하는 굴구이 전문점 '대굴대굴',
CNTS_000000000001284,원당골,제주특별자치도 제주시 원당로 72,33.526814,126.592575,064-725-2525,11:30 ~ 21:00,정보없음,분류: 닭요리,토종닭과 한방 오리를 즐길 수 있는 원당골,2.3점
CNTS_200000000008112,팜스테이블,제주특별자치도 제주시 수목원길 41,33.4699581,126.48948,064-711-9234,,,,티본스테이크와 파스타 그리고 친환경 야채를 활용한 샐러드가 있는 스테이크하우스.,
CNTS_200000000013790,바움하우스,제주특별자치도 제주시 서해안로 448,33.517659,126.487575,064-743-8857,10:00 ~ 21:00,smartstore.naver.com/bfromjeju,분류: 카페,용담 해안도로의 아름다운 바다뷰를 볼 수 있는 바움쿠헨 디저트 전문점 카페,3.9점
CNTS_200000000009125,마마식당,제주특별자치도 제주시 추자면 추자로 36,33.9636778,126.2957655,064-747-2655,,,,추자에서 야식을 먹을 수 있는 곳,
CNTS_200000000009106,신등대수산회센타,제주특별자치도 제주시 추자면 추자로 12,33.9632897,126.2976894,064-742-3868,,,,추자도 특산물 요리 전문점,
CNTS_200000000009091,한밭식당,제주특별자치도 제주시 추자면 대서3길 21,33.9642903,126.2929862,064-742-1858,08:30 ~ 21:00,instagram.com/han___bat,분류: 한식,추자에서 맛볼 수 있는 녹두 삼계탕 ,3.8점
CNTS_000000000021076,고망딱새,제주특별자치도 제주시 서해안로 96,33.50343,126.4597,064-712-5362,11:00 ~ 23:00,정보없음,분류: 카페,이호테우 해변 근처에 있는 작은 카페,4.0점
CNTS_000000000001157,해월향,제주특별자치도 서귀포시 성산읍 고성오조로 33,33.446968,126.914444,064-784-4080,11:00 ~ 21:30,정보없음,"분류: 육류,고기",섭지코지 근처에서 맛보는 제주 흑돼지,3.6점
CNTS_000000000022409,현경식당,제주특별자치도 제주시 동광로1길 32,33.5032944,126.527915,064-757-9707,11:00 ~ 22:00,정보없음,분류: 순대,푸짐한 양에 놀라고 깊은 맛에 놀라는 보성시장내 현경 식당.,3.6점
CNTS_000000000020807,갯것이식당,제주특별자치도 제주시 가령로 9,33.5033429,126.53718,064-724-2722,08:30 ~ 21:00,정보없음,"분류: 해물,생선",이도동 제주경찰서 후문 남쪽에 위치한 성게미역국 전문점입니다.,4.3점
CNTS_000000000021125,채점석베이커리,제주특별자치도 서귀포시 서호남로32번길 29,33.24850594,126.5142081,064-739-0033,,,,눈 덮인 한라산의 모습을 한 팡도르가 맛있는 곳,
CNTS_200000000008377,겹겹의 의도,제주특별자치도 서귀포시 홍중로27번길 4,33.2639577,126.5507293,064-763-0990 ,11:00 ~ 19:00,www.instagram.com/gyeob_jeju,"분류: 제과,베이커리",서귀포 서홍동에 위치한 크루아상 카페. ,4.7점
CNTS_000000000022389,루스트플레이스 베라체점,제주특별자치도 제주시 승천로 73,33.492416,126.54305,064-755-9004,11:00 ~ 24:00,www.roostplace.com,분류: 양식,"돈까스, 파스타 등의 양식을 합리적인 가격에 먹을 수 있는 레스토랑",2.2점
CNTS_000000000021106,위더스트래블,제주특별자치도 제주시 인다9길 29,33.475548,126.54848,064-722-0823,,,,아라동에 위치한 브런치 카페,
CNTS_200000000008092,앙뚜아네트 용담점,제주특별자치도 제주시 서해안로 671,33.5161451,126.5089716,064-713-2220,09:00 ~ 20:40,www.antoinettebakery.com,분류: 카페,용담해안도로의 멋진 바다뷰를 감상할 수 있는 브런치 프리미엄카페 ,3.1점
CONT_000000000501247,미루네,제주특별자치도 제주시 오복4길 5 (이도이동),33.49568,126.53647,064-756-3048,,,,고기를 정량보다 더 많이 주는 인심 좋은 착한가게업소,
CNTS_000000000020809,명도암수다뜰,제주특별자치도 제주시 명림로 164,33.4914049,126.5949431,064-723-2722,,,,청대콩으로 불리는 제주산 푸른 콩으로 끓인 콩국의 맛이 일품인 식당,
CNTS_000000000021644,마라도별장식당,제주특별자치도 서귀포시 대정읍 마라로101번길 43,33.118282,126.26671,010-3783-5270,10:00 ~ 15:30,정보없음,분류: 중국요리,마라도산 톳을 활용한 짜장면 짬뽕 전문점,4.0점
CNTS_000000000022564,우도돼지네 땅콩만두,서귀포시 중정로73번길 15-1,33.249554,126.56383,064-733-9949,,,,우도에서 많은 사랑을 받고 서귀포 올레시장으로 옮긴 땅콩만두 본점,
CNTS_000000000022947,카페비몽,제주특별자치도 제주시 구좌읍 비자림로 2279,33.49539115,126.8119988,070-8801-2279,,,,천년의 숲 비자림 근처 카페,
CNTS_200000000007332,감저카페,제주특별자치도 서귀포시 대정읍 대한로 22,33.2533626,126.2490546,064-794-5929,,,,옛 고구마전분공장을 리모델링해 만든 카페,
CONT_000000000501373,지중해그릴,제주특별자치도 제주시 관덕로15길 11-1(일도일동),33.5143,126.52662,064-756-8188,,,,20년 전통 순두부를 저렴한 가격에 제공하는 착한가격업소,
CNTS_000000000022404,루스트플레이스 아이파크점,제주특별자치도 제주시 노형8길 9,33.483097,126.477234,064-712-9004,11:00 ~ 24:00,www.roostplace.com,분류: 이탈리안,"돈까스, 파스타 등의 양식을 저렴한 가격에 먹을 수 있는 레스토랑",2.0점
CNTS_000000000021049,솔향,제주특별자치도 제주시 애월읍 일주서로 6113,33.499622,126.53119,064-799-9232,,,,제주 오겹살의 깊은맛,
CNTS_000000000001278,이가전복,제주특별자치도 제주시 무근성길 6,33.517696,126.5191,064-726-2009,08:00 ~ 22:00,정보없음,"분류: 굴,전복",건강한 전복요리를 선보이는 전복요리 전문점,2.7점
CONT_000000000501384,추억의 집,제주특별자치도 제주시 연삼로 414-1(이도이동),33.49581,126.53548,064-743-9779,,,,행정자치부가 지정한 착한가격업소로 담백한 국물 맛이 특징인 곳,
CNTS_000000000022454,잔디가미,제주특별자치도 제주시 우도면 우도해안길 912,33.4972931,126.9671356,064-784-3331,정보없음,정보없음,분류: 카페,대표메뉴는 특허 수제 발효빵,3.6점
CNTS_200000000007619,금보가든,제주특별자치도 제주시 조천읍 비자림로 639,33.4276176,126.6665803,064-782-7158,10:30 ~ 18:00,정보없음,분류: 한식,산굼부리에서 차로 1분거리인 한정식집,4.4점
CNTS_200000000009312,타임스탬프,제주특별자치도 제주시 조천읍 신북로 92-1 1층,33.5349392,126.6237679,064-805-2220,10:00 ~ 20:00,정보없음,분류: 갤러리카페,사진관과 카페가 함께하는 제주 스튜디오 카페,5.0점
CNTS_000000000022360,종이시계 카페,제주특별자치도 제주시 애월읍 애월해안로 899,33.4853375,126.3918721,064-713-7137,,,,바닷가 쪽에 앉은 4층 의 흰색과 파아란 색으로 작은 성 모양의 빌딩,
CNTS_000000000001231,미원,제주특별자치도 제주시 원노형6길 10,33.48518,126.48274,064-742-1289,,,,"텁텁하지 않고 시원하고 얼큰한 국물이 일품인 미원해장국
노형동에 위치한 얼큰한 국물이 맛있는 해장국 전문점",
CNTS_200000000011375,제주 핫팟,제주특별자치도 제주시 노연로 12,33.4852786,126.4814609,064-907-1234,,,,"제주 현지의 신선한 해산물, 육류, 채소 등의 식재료와 깊은 풍미의 정통 육수가 어우러진 중국식 훠궈의 진미를 경험할 수 있습니다.",
CNTS_200000000009111,이맛,제주특별자치도 제주시 추자면 추자로 24-5,33.9623309,126.2956408,064-742-5148,,,,추자 주민들이 인정하고 애용하는 음식점,
CNTS_000000000022363,써니하우스 커피&핫도그,제주특별자치도 서귀포시 안덕면 산방로 212,33.23643,126.31268,010-4238-9707,,,,산방산에 위치한 핫도그 전문점,
CONT_000000000501227,마라톤식당,제주특별자치도 제주시 서광로 174,33.4997233,126.5149932,064-757-1945,08:00 ~ 20:00,www.instagram.com/jeju_marathon,분류: 한식,매일 새로운 정식 메뉴를 저렴한 가격에 제공하는 착한가격업소,2.6점
CNTS_200000000013321,낭쿰낭쿰,제주특별자치도 서귀포시 중앙로79번길 4,33.2517365,126.560833,064-901-7944,11:00 ~ 22:00,정보없음,분류: 한식,"낭쿰낭쿰은 2016년 호텔신라의 레시피 전수와 리모델링 지원을 통해 재개장한 ‘맛있는 제주만들기’ 13호점 식당이다. '낭쿰낭쿰'은 ‘집으로 들어오는 작은 골목길의 큰 나무’라는 뜻의 제주 사투리로, 서귀포 올레시장에서 도보 5분 거리에 위치해 있어 제주 관광객들이 즐겨 찾는다.",4.6점
CONT_000000000501184,꼬꼬닭한마리,제주특별자치도 서귀포시 안덕면 녹차분재로 59번길 6,33.29061,126.300934,064-792-0577,,,,"제주산 생닭요리전문점, 닭 한마리 맛집으로 유명한 곳",
CNTS_000000000021120,바람카페,제주특별자치도 제주시 516로 3041-15,33.446735,126.554665,070-7799-1103,,,,우리나라 최고령 곰솔나무가 있는 제주시 산천단 안에 있는 핸드드립커피 카페,
CNTS_000000000020317,브릭스 제주,제주특별자치도 제주시 구좌읍 김녕로2길 6,33.554623,126.74302,0507-1408-0219,,,,"칵테일, 세계맥주가 있는 어른들을 위한 토이카페",
CNTS_200000000009088,동해루,제주특별자치도 제주시 추자면 추자로 58-1,33.9642903,126.2929862,064-742-3615,11:00 ~ 20:30,정보없음,분류: 중식,추자에서 먹을 수 있는 중식전문점,2.8점
CONT_000000000501281,성광식당,제주특별자치도 서귀포시 일주동로 8184 (신효동),33.260715,126.61311,064-767-4110,06:00 ~ 21:00,정보없음,"분류: 찌개,전골","잡내가 나지 않고, 질기거나 푸석거리지 않은 식감에 진한 국물맛이 일품인 내장탕, 순대백반 전문점",4.9점
CNTS_000000000022563,영해식당,제주특별자치도 제주시 정든로2길 24-1,33.4966963,126.5393772,064-753-2262,10:50 ~ 19:00,정보없음,분류: 한식,"밀면과 몸국, 착한 가격의 숨은 맛집",4.6점
CNTS_200000000014208,카페원웨이,제주특별자치도 제주시 한경면 일주서로 4459-4,33.3626289,126.1929895,064-773-0225,08:30 ~ 19:00,instagram.com/cafewantway,분류: 커피전문점,카페원웨이는 한경면 금등리에 위치해있다. 신창 풍차 해안도로에 인근에 위치한 이곳은 빨간 벽돌이 인상적인 장소다.,4.6점
CNTS_000000000021198,웃뜨르우리돼지,제주특별자치도 제주시 한경면 연명로 2,33.29326,126.23335,064-772-5992,11:30 ~ 21:30,www.instagram.com/oodooboo123,"분류: 육류,고기",흑돼지농장을 운영하는 식당,4.1점
CNTS_000000000018582,환상의짜장,제주특별자치도 서귀포시 대정읍 마라로 45,33.119526,126.26718,064-792-0958,정보없음,정보없음,분류: 중국요리,수타짜장면 해물짬뽕 탕수육 해산물의 맛,3.4점
CNTS_200000000009120,오누이밥상,제주특별자치도 제주시 추자면 추자로 68,33.9611914,126.2945874,010-7129-5479,11:00 ~ 21:00,정보없음,분류: 한식,"밑반찬이 10가지가 넘는 밥상
*매주 금요일 정기휴일",5.0점
CNTS_000000000022151,탭하우스더코너,제주특별자치도 제주시 도령로 27,33.4877957,126.4818957,064-744-2007,18:00 ~ 01:00,정보없음,"분류: 호프,요리주점","더핸드앤몰트브루어리, 맥파이브루어리, 제주지앵 3가지 양조장의 수제맥주를 모두 맛 볼 수 있는 특별한 곳",3.5점
CNTS_000000000022237,유나카페,서귀포시 남원읍 공천포로 81,33.266018,126.64182,064-732-6969,10:30 ~ 20:00,정보없음,분류: 카페,"공천포 검은모래 앞에 위치한 카페, 영화 '좋은날' 촬영지",4.7점
CNTS_000000000022488,텍시아,제주특별자치도 제주시 구좌읍 평대2길 39-28,33.5355,126.838974,010-2696-4801,11:00 ~ 19:00,www.facebook.com/texiacafe,분류: 햄버거,미국출신 사장이 직접 운영하는 버거카페,4.8점
CNTS_200000000014298,본카페,제주특별자치도 제주시 애월읍 애월해안로 179,33.4677624,126.3320282,064-799-5789,,,,본카페는 바다를 보며 커피 한잔하고 여유를 즐길 수 있는 카페다.,
CNTS_000000000021051,만선바다,제주특별자치도 제주시 삼무로1길 6,33.490963,126.489334,064-742-6300,11:30 ~ 22:00,manseonocean.cityfood.co.kr,분류: 회,제주시내에서 고등어요리를 즐기는 만선식당,4.5점
CNTS_000000000022190,봉주르마담,제주특별자치도 서귀포시 대청로 33,33.2474456,126.5056302,064-739-2900,09:00 ~ 21:00,www.facebook.com/bonjourmadamejeju,"분류: 제과,베이커리",서귀포 대청로 깔끔한 아파트 단지 상가에 위치하고 있으며 아담한 크기의 시식이 가능한 제과점,4.1점
CNTS_200000000008393,하비마카롱,제주특별자치도 제주시 연삼로 449,33.4981272,126.5383923,010-7255-8256,11:00 ~ 21:00,정보없음,"분류: 제과,베이커리",연동에 위치한 마카롱 전문점. ,3.6점
CNTS_000000000001035,중화요리 사해방,제주특별자치도 서귀포시 천제연로 263,33.2515411,126.4327965,064-738-7776,,,,제주의 아름다움을 배경으로 최고의 맛과 서비스를 지향해온 정통 중화요리 전문점,
CNTS_200000000008036,원더먼트제주,제주특별자치도 제주시 조천읍 신북로 163,33.5355005,126.630971,064)784-6528,,,,"조천에 있는 홍차와 밀크티 전문 카페
",
CNTS_000000000022702,알마니,제주특별자치도 제주시 구좌읍 해녀박물관길 37,33.5242801,126.8619345,064-782-2533,,,,조용한 세화마을 바다근처 치맥집,
CONT_000000000501264,산내들식당,제주특별자치도 제주시 서광로4길 16,33.4986386,126.5140831,064-702-0885,정보없음,정보없음,분류: 한식,밑반찬 무한리필 서비스를 제공하는 착한가격업소,3.3점
CNTS_200000000013326,차이나마씸,제주특별자치도 서귀포시 칠십리로 474,33.2412819,126.6014941,064-732-7155,10:30 ~ 18:30,정보없음,분류: 중국요리,"차이나마씸은 2017년 호텔신라의 레시피 전수와 리모델링 지원을 통해 재개장한 ‘맛있는 제주만들기’ 19호점 식당이다. 호텔신라 셰프들은 주변 상권 조사에서 선호도가 가장 높았던 해물짬뽕과 전복짜장, 멘보샤를 새로운 메뉴로 선정했고, 이 세 요리는 수년이 지난 지금까지 차이나마씸의 대표 메뉴로 확고한 자리매김을 하고 있다.",4.3점
CNTS_000000000021087,마레벤또,제주특별자치도 제주시 애월읍 애월로1길 10,33.46261,126.31173,010-2824-8452,정보없음,blog.naver.com/anima1004/220112454478,분류: 이탈리안,애월 바다 앞에서 파스타 한 접시,4.1점
CNTS_200000000007515,차마실,제주특별자치도 제주시 애월읍 하귀동남1길 32-15,33.4831051,126.4150235,064-712-7714,11:00 ~ 21:30,정보없음,분류: 전통찻집,제주시 애월읍에서 직접 만든 차와 다과를 판매하는 전통찻집,5.0점
CNTS_000000000021020,아따블르,제주특별자치도 제주시 조천읍 북촌11길 15-16,33.54993,126.69455,064-783-1048,,,,제주바다의 신선함이 더해진 부이야베스,
CONT_000000000501340,인풍감자탕,제주특별자치도 제주시 만덕로 36,33.51346,126.53186,064-758-8414,,,,"제주시 건입동에 위치한 감자탕,해장국을 전문으로 하는 착한가격업소",
CNTS_000000000022802,올레삼다정,제주특별자치도 서귀포시 태평로537번길 48,33.25308,126.56996,--,11:00 ~ 21:00,정보없음,"분류: 해물,생선",서귀포에 위치한 헤신믈요리 전문점,4.4점
CNTS_200000000013323,제주콩순옥,제주특별자치도 서귀포시 대정읍 신영로 129-2,33.2234062,126.2549022,064-792-8585,정보없음,정보없음,분류: 한식,"제주콩순옥은 2016년 호텔신라의 레시피 전수와 리모델링 지원을 통해 재개장한 ‘맛있는 제주만들기’ 16호점 식당이다. 모슬포항에서 차로 3분 거리에 위치해 있고, 순두부찌개, 두부전골 등을 주요 메뉴로 한다.",3.3점
