STORE_NAME,CATEGORY,STORE_SCORE,STORE_ADDR,TEL,OPEN_CLOSE_TIME,WRITER,CONTENT,CREATED_AT,TYPE,IMG_LINK
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,강언니33,"자주가는집이에요.
갈때마다 맛있게 잘먹고와요.
착한가게에요.
적극추천합니다.",22.11.11.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,제로제로k,맛나요,22.12.28.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,플로라12,맛있어요,22.11.18.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,비타민8265,맛있어요 ,22.11.7.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,csn****,좋아요 ,22.11.4.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,애기곰사랑,굿,22.10.19.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,강언니33,맛있어요,22.12.7.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,단디살자72,저렴하네요,22.10.12.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,롸111,굿,22.9.21.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,오은정81,가성비 최고,22.9.29.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,말 말 말,굿,22.7.6.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,제로제로k,맛나요,22.6.23.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,선흘빵장수,,22.4.28.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,h4h,가성비 최고에요 !!!,22.2.21.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,jej****,가성비 갑이네요,22.5.8.일,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,khj****,굿,22.7.7.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,h4h,가성비 최고에요 !!!,21.12.27.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,Vida11,먹어본 추어탕중에 제일 맛있고 가격도 저렴해요 ! 조아요(하트),21.12.7.화,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,제로제로k,맛나요,22.2.18.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,꾸리19,포장해왔어요~,21.11.11.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,키친좋아,"추어탕 맛집이에요
여기만 갈거에여~",21.10.22.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,여니6125,"일하시는분들도 친절하시고 맛도 좋아요 
가격도 넘 저렴하구요 별 5",21.9.9.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,tla****,,22.1.7.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,예돌이,굿,21.11.16.화,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,제주LED전광판 하이테크,좋아요^^,21.11.16.화,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,rurubu,"산초가루? 암튼 화장품냄새나는 가루 있음.. 
주의하세요 ㅎ",21.6.15.화,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,제로제로k,맛있어요,21.10.21.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,소우주948,좋아요,21.10.4.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,꾸리19,"와우
추어탕 맛집이네요.
가격 저렴하고 추어탕 진하고,몸보신 제대로 하고 왔어요.
또 갈께요~",21.4.2.금,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,tndlak01,국물이 진해요,20.12.14.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,도니짱60,굿,20.11.2.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,hes****,굿,20.11.2.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,오늘도 화이팅24,굿굿,20.11.2.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,Yoooooonu,저렴하고 맛있어요,20.5.21.목,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,kesooni77,싸요,20.5.4.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,블리블링,굿,20.4.22.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,콜드크림,좋아요,20.4.22.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,won****,굿,20.4.22.수,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
추가네,추어탕,"별점
4.24/5",제주 제주시 서사로 176,064-723-7588,,오녕6111,맛있어요,20.11.3.화,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_298%2F1588777408554xDB0P_JPEG%2FF7QT9SiDX6F0jUDsTlUO_Tlg.jpeg.jpg']
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,미야7157,"거북손 전~
전 반죽 정말 좋아요~
쫀득쫀득한~
전 맛집일듯요~
한치 물회도 제주 다른곳서 먹은것 보다 맛있어요
전 포항물회가 익숙한 사람이라...
서귀포서 먹은 물회는 정말 별로였는데, 이집은 맛있어요",22.9.16.금,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,104동 701호,"생선구이, 홍합탕, 거북손비빔밥, 한지전, 거북손전, 소라무침 모두 맛있고 파김치와 밑반찬 모두 깔끔하고 맛있음",22.10.28.금,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,조만간5316,"매장도 깨끗하고
갈치조림 양도많고 맛있어요",22.11.3.목,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,이정아60,사장님 친절하셔요,22.10.1.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,핑핑럽핑,"이름이 시골밥상으로 바뀌었어요. 거북손비빔밥,한치물회,한치전 , 기본반찬도 전부 다 맛있어요.👍👍",22.5.11.수,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,사라27,굿,22.11.1.화,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,ㅅㅄㅂ,쏘쏘,22.11.1.화,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,언제까지9,음..,22.10.12.수,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,캔디쭈,"거북손 맛집~
굿~",22.8.12.금,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,hon****,굿,22.10.12.수,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,깡깡6611,굿,22.10.2.일,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,가솔송67,굿,22.9.21.수,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,멋생멋사,맛있어요,22.10.22.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,kmg****,그냥그래요,22.8.6.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,doggo,"추자도여행새 필히 들러야함.
승선시간 90~120분 앞두고 미리미리",22.1.27.목,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,072****,좋아요,22.9.23.금,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,오늘이곳,좋아요 ,22.5.19.목,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,iop****,ㅇ,22.5.21.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,ful****,거북손 요리 꼭드세요,22.4.6.수,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,김혜윤89,굿,22.5.28.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,072****,좋아요,22.6.11.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,120****,좋아요,22.1.31.월,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,BASS,좋아요 ,22.5.21.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,맑음우산,지나가는 길에 들어간 식당. 그냥 그정도,21.9.24.금,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,하우맘,생선구이는 괜찮았으나 거북손물회는 약간 비렸어요ㅜㅜ,21.10.9.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,큐베16,추자도 있는동안 두번을 갔는데 주인분이 친절하시고 혼밥도 가능하고 좋았습니다. 거북손 첨먹어봤는디 맛있어요,21.5.25.화,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,꼴통구,좋아요,21.10.21.목,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,가을하늘6213,친절하시고 맛집입니다,21.9.20.월,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,뇽937,좋아요,21.10.18.월,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,봄날의미소,"올레길18-1코스 추자도에 있는곳
거북손물회.메밀비빕국수 주문
음식 맛있음.",21.5.31.월,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,리나185,굿,21.10.31.일,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,하늘땅별땅2,굿,21.10.31.일,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,hsfms,물회를 먹으러갔는데 실망했어요. 다른건 어떤지 모르겠어요,21.8.7.토,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,순둥이4513,,21.10.26.화,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,서연맘516,굿,21.6.21.월,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,마리솔79,추자도에서 밤 늦게 식사할수 있는 곳~,20.12.11.금,네이버,
올레실내포장마차,포장마차,"별점
3.94/5",제주 제주시 추자면 추자로 52,064-742-2070,,Yongs6,"거북손 숙회와 비빔 국수를 먹었습니다.
거북손을 드디어 처음으로 먹어보았는데, 기대했던 것보다 훨씬 맛있었어요. 사장님도 친절하시고, 혼술하기 딱 좋은 듯",20.4.27.월,네이버,
