콘텐츠_ID,content,contents
CNTS_200000000014283,,"['코기절미는 제주시 노형동에 위치한 반려동물 카페다. 다양한 음료들과 함께 멍멍이들을 위한 멍푸치노와 멍아이스, 멍화채 등 강아지의 먹거리도 굉장히 많다. 이 외에도 다양한 반려동물 용품을 저렴한 가격에 판매해 둘러보기 좋다.\n\n천연잔디가 깔려있는 외부는 강아지들의 천국이다. 흙냄새와 친환경적인 요소들은 사람도 반려견도 반하기 손색없다. 이뿐만 아니라 깔끔한 실내공간도 마음껏 뛰놀 수 있어 강아지들 숨소리로 가득하다. 이 외에도 유치원과 호텔을 운영해 바쁜 반려견 보호자분들을 위한 서비스를 진행하고 있다.']"
CNTS_000000000021033,,['황사영의 어린 아들 황경한이 발견됐던 곳인 물생이 끝이 예초리 동쪽 해변에 위치해 있다.']
CNTS_000000000022873,,"[' 1948년 11월 13일(음, 10. 13), 원동마을에서는 30여 명이 군인들에 의해 집단학살을 당했다. 당시 학살에서 겨우 살아 남은 늙은이들과 부모를 잃은 10세 미만의 어린아이들 30여 명이 하귀, 곽지, 고내 등지로 소개되어, 40여 년간 고향을 등진 채 뿔뿔이 흩어져 살다가 40여 년이 지난 지금에야 자신의 선조들이 살았던 땅에 잃어버린 40여 년간의 삶을 되찾으려고 모여들기 시작하고 있다.\n\n그러나 지난 40여 년간 가슴속에 꼭꼭 묻어 두었던 고향의 집과 땅을 찾아가 보았을 때는 이전의 평화스럽던 마을터는 짙푸른 대나무숲과 하늘을 가릴 정도로 빽빽이 자란 삼나무들로 뒤덮여져 버렸고, 자신들의 소유로 남아 있어야 할 그 땅들은 하나도 남김 없이 이이 남의 손에 넘어가 버린 상태였다.\n\n\n이러한 사실들을 확인하기 위하여 원동 마을에서 살았던 할머니 두 분과 당시 부모를 잃은 오누이 두 분과 함께 우리가 처음 원동마을을 찾아가 보았을 때는 1989년 9월 어느날이었다. 활짝 핀 억새꽃이 한라산 자락에 지천으로 깔려있는 넓은 들판 한가운데로 제주시와 모슬포를 잇는 서부산업도로가 시원스럽게 뚫려 있다.\n\n이 도로는 옛날부터 〔웃한질〕이란 이름으로 제주목과 대정현을 연결했던 매우 오래된 도로였다. 제주목을 출발해서 여덟참(1참은 2km)을 걸으면은 배가 출출하고 갈증이 날 쯤해질 때에 당도하게 되는 곳이 바로 이 원동마을이었다. 그 당시에는 제주와 대정을 왕래하던 사람들이 가다가 쉬면서 술과 간단한 요기를 할 수 있는 주막도 두 채나 있었다. 이 주막을 중심으로 원동마을에는 15가구에 60여 명의 사람들이 옹기종기 모여 살고 있었다. 지나가는 사람들 외에는 사람들의 내왕도 별로 없었을 것이고 외부와는 거의 단절된 채로 하루하루 목숨을 부지해 나가기에 급급한 채 돌과 바위투성이 밭을 일구고 소를 키우는 일로 여념이 없는 생활이었다.\n\n<출처: 4.3연구소, 4.3장정(90년 월, 통권 3호)>']"
CNTS_200000000014304,,"['디어펫은 제주시 연동에 위치한 반려동물 미용실이다. 반려견과 반려인 성향에 맞게 사전 상담 후 진행하고 있으며, 반려견들이 스트레스 받지 않은 것을 우선순위로 운영하고 있다. 사전 예약제로 운영되고 있으며 반려견의 컨디션을 최우선으로 생각하며 운영하는 곳이다.']"
CNTS_000000000019114,,"[""상추자와 하추자를 경계로 하는 추자교를 지나면 하추자의 조용하면서 평화로운 전통 어촌마을인 묵리마을이 나온다.\n마을의 전,후가 산에 둘러싸여있어 해돋이가 다른 마을에 비하면 다소 늦음에 따라 낮의 길이가 짧아 '묵리'라 불린다.\n또한, 묵리마을은 화재없는 안전마을로 지정되어있다.""]"
CNTS_000000000021101,,"['제주 바다의 옛 모습과 해녀의 모습을 엿볼 수 있는 연대포구\n\n제주시 외도의 아파트 단지를 등지고 바다를 바라보면 빨간 등대가 하나 우뚝 서 있는데, ‘마리지포’라고도 불리는 연대 포구이다.\n\n이 포구는 가장 옛날 모습 그대로를 잘 보존하고 있는 포구 중 하나이다.\n\n포구의 모습뿐 아니라 포구 근처에 해녀 탈의장과 물질에 사용했던 태왁이나,\n망사리 같은 도구들 역시 그대로 탈의장 한편에 보관되어 있다.', '산책로는 연대 포구가 있는 연대마을에서 외도 1동까지 이어지고, 연안 정비 계획에 의해 전부 나무다리로 만들어졌다.\n\n연대포구의 산책로를 조성하면서 외도동 해안에는 친수공원도 조성되어 있다.\n\n제주에는 해안 산책로가 예쁜 곳이 많지만, 그중에서도 연대 포구 해안 산책로는\n동네 주민들이 적극 추천해 줄 정도로 일몰이 굉장히 예쁘고 특히 산책로에서 보이는 포구의 모습이 평화롭다.']"
CNTS_200000000014275,,"['댕댕놀이터는 내도동에 위치하여 반려동물의 미용, 유치원, 호텔을 운영하는 곳이다. 15kg 이하 소형견 및 중형견을 위한 돌봄 서비스를 제공하는 곳이다. 천연잔디마당과 쾌적한 실내공간으로 이루어져 있어 실내외를 자유롭게 오가며 친구들과 뛰놀 수 있는 곳이다. 매달 방역을 통해 해충으로부터 반려동물을 보호한다.\n\n놀이터나 호텔을 이용할 때 반려동물이 적응을 못하거나, 힘들어하진 않을까 걱정이 드는데 댕댕놀이터 많은 선생님이 세심하게 아이들을 케어해주고, 사진 전송까지 해주기 때문에 안심하고 맡길 수 있는 곳이다.']"
CNTS_000000000022243,,"['아름다운 에메랄드빛 제주바다를 만끽하는 최고의 선택 바닥이 보이는 ""투명카약""\n\n제주 월정해변 & 한담해변 투명카약(체험시간 20분)\n이용시간은 별도로 지정되어 있지 않으며, 이용 예정일에 선착순으로 이용이 가능하다\n\n<카약탑승시 유의사항>\n - 당일 체험은 매표 후 순서대로 체험 가능\n - 음주시 탑승 절대 불가\n - 안전상의 이유(침수, 전복)로 임산부 및 12개월 미만은 탑승불가\n - 12개월부터 만 15세(중학생)까지는 보호자 동반시에만 탑승가능\n - 귀중품(휴대폰, 카메라, 지갑 등)침수 또는 분실주의\n - 기상악화 시 탑승이 지연 또는 중단될 수 있음']"
CNTS_200000000007343,,"['예술공간 이아가 있던 터는 조선시대 제주목 이아가 있던 곳이다. 시간이 흐르며 제주대학교병원이 자리했다 이전했고, 비어있던 병원 건물을 리모델링해 지금의 이아가 만들어졌다. 제주 원도심에 위치한 만큼, 공방과 갤러리, 카페, 관덕정, 동문시장 등 주변 볼거리가 풍부하다. 예술로 원도심 활성화에 힘을 보태고 있는 이아. 이곳 갤러리에서는 주로 평면, 입체, 영상, 설치, 뉴미디어 등 다방면의 시각예술 전시가 이루어진다.\n\n그외에도 예술가들을 위한 레지던시와 아트랩, 다양한 문화 참여 프로그램이 진행되는 창의교육실과 연습실, 예술과 관련된 다양한 서적이 갖춰진 예술자료실, 편안한 작업실 같은 카페, 독특한 구성과 독창적인 주제를 담은 책들을 판매하는 독립서점 등을 운영하고 있다.\n ']"
CNTS_000000000021074,,"[""한 달에 두 번씩, 특별한 벼룩시장도 만나볼 수 있는 곳\n\n세화항은 제주시 구좌읍 세화리에 위치하고 있다.\n\n매일 많은 어선들이 드나들고, 낚시를 하려는 사람들의 발걸음도 끊이지 않는 곳이다.\n\n세화항에서는 4월~10월에 '벨롱장'이라는 이름의 특별한 플리마켓이 한 달에 두 번씩, 5일과 20일에 열린다.\n\n '반짝'이라는 뜻의 이름처럼 약 2시간 정도만 잠깐 열리기 때문에 유의해야 한다."", '타 지역에서 제주로 내려온 이주민들이 직접 만든 물건을 판매하는데,\n제주의 감성을 담은 개성 넘치는 특별한 물건들은\n제주 여행을 추억할 수 있게 해주는 특별한 기념품들이 되어줄 것이다.\n\n 또한, 근처에 세화 오일장이 5일에 한 번씩 열리고 있어\n방문한다면 제주의 전통시장의 다양한 볼거리와 먹거리를 즐길 수 있다.']"
CNTS_000000000021194,,"['해상에서 접근하는 적의 동태를 살피고 신호를 보내던 화북의 별도연대\n\n별도연대는 제주시 화북동 동쪽의 연대동산에 자리 잡고 있어 화북대라고 부르며,  연대는 횃불과 연기로 정치적, 군사적 소식을 전하던 통신수단이다.\n산 정상에 설치하고 신호만 보내는 봉수대와는 달리 연대는 주로 구릉이나 해변 지역에 설치하여 낮에는 연기로 밤에는 횃불을 피워서 신호를 보내고 위로 올라가 해상에서 접근하는 적의 동태를 살피는 곳이었다.\n별도연대는 동쪽의 조천 연대, 서쪽의 수근 연대와 신호를 주고받았다. ', '이 연대는 많이 허물어져 불규칙하게 받침돌만 남아있는 상태였으나 2001년 2월에 복원하였다.\n제주도의 전형적인 연대의 형태와는 달리 타원형의 독특한 방호벽 시설이 설치되어 있는 것을 볼 수 있다.\n\n이곳에서는 환해장성과 화북포구가 내려다보이고 사라봉과 별도봉의 모습을 감상할 수 있으므로, 올레 18코스를 걷다 잠시 쉬어갈 수 있는 곳이다.']"
CNTS_200000000007280,,"['오래물\n\n깊은 땅속에서 솟아오르는 용천수로 유명한 도두의 오래물. 특히 물의 양이 풍부하고 수질이 좋기로 유명해 마을을 상징하는 명물이기도 하다. 물이 달고 오방에서 솟는다는 뜻을 가지고 있는 오래물은 요즘처럼 습하고 더운 여름에는 얼음을 띄워놓았나 싶을 정도로 차가운 용천수가 흐른다. 게다가 신기하게도 추운 겨울에는 따뜻한 물이 흐른다고 한다. 그래서 이전에는 마을 사람들의 식수와 생활용수로 쭉 사용되어 왔다고 전해진다.\n\n이렇게 맑고 깨끗한 용천수를 활용해 도두동에서는 매해 여름 도두 오래물 수영장을 개장한다. 간단하게 옷을 갈아입을 수 있는 탈의실과 아이들이 마음껏 뛰어놀 수 있는 커다란 놀이기구들, 아이와 함께 동반한 어른들의 쉼터가 놀이기구 바로 옆에 마련되어 있다. 요금 지급 여부는 손목에 팔찌로 구분되니 잊어버리지 않도록 주의하자.\n\n부담 없는 가격으로 수영장을 즐겼다면, 도두 용천수를 이용한 용천수 목욕탕은 어떨까. 여느 목욕탕이 그러하듯 여탕과 남탕으로 나눠져 있고, 목욕탕 입구에는 마을 어르신들이 수건이나 목욕용품을 대여해주고 있다. 1,500원의 목욕료에 수건은 기본으로 제공되며 칫솔과 면도기를 따로 판매하니 참고하자. 또한 도민과 여행객들에게 많은 사랑을 받고 있는 ‘도두동 오래물 대축제’가 매년 8월 개최되니 여행 중 시간이 맞는다면 함께 즐겨보길 추천한다. ']"
CNTS_000000000021511,,"['제주의 역사와 만나는 길을 걷다\n\n온평리환해장성은 성산읍 온평리 해안가에 있다.\n올레 2코스의 끝 지점 쪽으로 온평포구와 가까워 올레 3코스에 있는 신산환해장성과 함께 제주도의 해안누리길로 이어진다.\n온평리 하동 해안가에서 신산리 마을 경계에 이르는 부분을 온평리환해장성으로 본다.\n환해장성은 배를 타고 들어오는 외적의 침입을 막기 위해 해안선을 따라가며 쌓은 성으로\n현재 성벽이 남아있는 곳으로는 온평리, 행원리, 한동리. 동복리, 북촌리, 애월리, 고내리 등 14곳이 있다.', '온평리환해장성은 온평리 하동 해변가에서 신산리 마을 경계에 이르기까지 약 2.5km의 성벽이 남아 있었지만,\n해안도로가 건설되면서 상당 부분이 유실되었다고 한다. 온평리환해장성은 1,2,3,4 지점으로 나눌 수 있는데\n전체적으로 그 성의 형태나 구조가 잘 남아있는 곳이 있는 반면 세월에 의해 훼손된 곳도 많다.\n\n하지만 98년 문화재로 지정된 이후 꾸준히 보수를 하고 있다. 현재 남아 있는 온평 환해장성 성벽의 길이는 약 2,120m로\n다른 환해장성들과 비교해 매우 긴 편이며 이는 마을 주민들이 ‘성담’이라 일컫고 있고 잔존하는 환해장성 가운데 가장 긴 것으로 판단된다.\n이 환해장성은 적들의 침입을 막는 바닷가의 성벽 역할을 했지만, 이 외에도 해풍을 막아 바닷가 주민들의 농사에도 도움을 주는 기능도 있었다고 한다.']"
CNTS_000000000022121,,"['황우럭만화천국사회적협동조합은 ""한림읍을 만화천국으로 만들자""는 비전을 가지고 황우럭 만화카페와 만화전시관, 만화 교실등을 운영하고 있으며, 지역주민들의 일상이 즐겁고 활력이 넘치는 삶이 되도록 힘쓰고 있다.']"
CNTS_200000000009487,,['ㆍ사상체질의학과\nㆍ한방부인과 한방소아과\nㆍ한방통증의학과']
CNTS_000000000021530,,"['곱고 깨끗한 모래와 푸른 물이 어우러지는 어항\n\n산방산 바로 아래쪽에 위치한 작고 한적한 포구이다.\n\n올레길 10코스 구간을 따라 걷다 보면 사계포구에서 산방산과 한라산, 그리고 용머리해안까지 한눈에 담아 볼 수 있다.\n\n‘사계’ 란 해안변을 따라 형성된 깨끗한 모래와 푸른 물이 어우러지는 명사 벽계를 일컫는 말이다.\n\n사계포구는 그 특유한 한적한 분위기뿐만 아니라, 주변의 유명 관광지로도 유명하다.\n\n영주 십경 중 하나인 산방굴사, 용머리 및 좋은 낚시터로 많은 관광객들의 사랑을 받고 있는 형제섬 등 천연 관광 자원을 갖춘 곳이다.\n\n형제섬은 사계리 앞 해상 두 개의 바위섬으로 이루어진 무인도로 사계리 마을 앞 1.5km 해상에서 마치 다정한 형제가 나란히 서있는 것 같다 하여 명명되었다.', '낚시꾼들 사이에서는 제주 남서부 연안의 감성돔 낚시터로 손꼽히는 곳이다.\n\n따라서, 사계포구에서 어선을 빌려 형제섬으로 출조하는 낚시꾼들이 많다.\n\n한적한 마을이긴 하나 곳곳에 작은 카페들이 있어 잠시 머물러 가기에도 좋다.\n\n유명 관광지를 한눈에 담을 수 있는 곳이기도 하여 전문 사진작가들도 종종 제주의 한적한 풍경을 찍어가기도 한다. ', '색다르게 사계포구를 즐기고 싶다면 일출을 보러 오는 것도 좋다.\n\n떠오르는 해를 따라 그림자 진 형제섬 그리고 반짝이는 수평선을 바라보고 있으면 다시 한번 제주에 빠져든다.']"
CONT_000000000500179,,"['오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.\n또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.\n이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.\n\n\n마오름을 비롯한 이계오름, 송아오름 등은 우뚝하게 서 있는 저지오름의 서측에 분포하고 있는 침식부상에 산재해 있는 오름들로 침식정도가 심하여 오름 원지형을 파악하기가 매우 곤란하며, 마오름은 저지오름 북서사면 기슭너머에 위치해 있다.\n\n오름 형체가 말과 닮았다하여 마오름이라 부르고 있다고 하며, 오름의 정확한 어원은 알수가 없고 묘비에 馬岳(마악), 馬峰(마봉) 등으로 표기되어 있다.\n\n화구는 침식을 심하게 받아 정확히 알 수는 없으나 남쪽으로 벌어진 말굽형을 이루고 있는 듯하며, 오름사면은 고운 풀밭이고 해송이 듬성듬성 식생하고 있다.']"
CNTS_000000000022032,,"['라신동은 서기 1212년 고려희종 7년 귀덕리가 제주에서는 처음으로 석전촌에서 귀덕현으로 개칭되면서 새롭게 탄생한 마을이라 하여 라신동이라 부르게 되었다. 제주시 서쪽 24Km지점에 위치하여 있으며, 행정구역상 귀덕 2리에 속한다. 라신동에는 담수가 좋아 음료수로 사용하는 물과 빨래를 하는 물로 구분하여 사용하였으며, 굼들애기물은 음료수 및 목욕물로 사용하였다.\n\n여름철이나 백중날 물을 맞으면 잔병이 없어진다 하여 주변마을에서 물 맞으러 오는 사람들로 인산인해를 이루었다. 중앙에 있는 진작지물은 빨랫터와 음료수로 사용을 하였다. 라신동의 풍채 앞에는 해운사란 절간이 있는데, 불공을 드릴때는 풍채앞에서 불공을 드린다. 본래 풍채앞이란 뜻은 부처앞이란 말이다. 부처앞을 발음이 되는대로 부르다보니 풍채앞으로 바뀌어 지금은 풍채앞이라 부른다.\n\n전설에 의하면, 여름철 해가 서쪽바다로 숨고 황혼이 짙게 깔릴 무렵이면 인어가 긴머리를 늘어뜨리고 이 굼둘애기물에 나타나 이 약수물 속에서 목욕을 하며 상처를 치료하고 나서는 마을을 향해 고맙다고 꾸벅꾸벅 인사를 하고는 바다를 향해 물 속으로 숨었다고 한다. 굼둘애기란 물오리가 고기를 잡으려고 바닷물 속으로 재빠르게 들어가는 모습을 뜻하는데 인어가 물오리처럼 바닷물 속으로 들어가는 모습을 묘사하여 굼둘애기라 부르게 된 것 같다.\n평상시에도 거대한 거북이가 저녁노을 황혼이 짙을 무렵이면 이곳 굼둘애기물에 나타나 마을을 향해 인사나 하듯이 고개를 끄덕이며 물 속을 노닐다가 바다를 향해 떠나가곤 했다. 이럴 때 동네 개구쟁이 아이들이 거북이를 보려고 몰려들면 마을 어른들은 떠들지 말고 조용히 하라고 타이르곤 했다. 이렇게 굼둘애기물이 거북이가 나타나는 해에는 라신동에 경사가 생긴다고하여 거북이가 오는 것을 마을 어른들은 반가워했다.']"
