STORE_NAME,CATEGORY,STORE_SCORE,STORE_ADDR,TEL,OPEN_CLOSE_TIME,WRITER,CONTENT,CREATED_AT,TYPE,HOMPAGE
아꼬화,"꽃집,꽃배달",,제주 제주시 동광로 102,0507-1308-0964,월09:30 - 18:30,did****,양지공원에 가서 붙여드린다고 하니 정성스럽게 포장해주시고 어울리는 꽃도 찾아주셔서 너무 감사합니다!! 매번 애용하는 꽃집 아꼬화!! 좋아요!!,22.2.26.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_25%2F1665728291910aYSHm_JPEG%2F0CBB0B16-292C-43BF-AA3B-8DD4BFE5A913.jpeg']
아꼬화,"꽃집,꽃배달",,제주 제주시 동광로 102,0507-1308-0964,월09:30 - 18:30,좋아요굿,굿 이쁘게 잘 해주시네요,22.1.24.월,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_25%2F1665728291910aYSHm_JPEG%2F0CBB0B16-292C-43BF-AA3B-8DD4BFE5A913.jpeg']
아꼬화,"꽃집,꽃배달",,제주 제주시 동광로 102,0507-1308-0964,월09:30 - 18:30,did****,너무이뻐요!! 선물한다고 하닌깐 정성껏 같이 꽃 골라주셔서 감사합니다!!,21.11.13.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_25%2F1665728291910aYSHm_JPEG%2F0CBB0B16-292C-43BF-AA3B-8DD4BFE5A913.jpeg']
아꼬화,"꽃집,꽃배달",,제주 제주시 동광로 102,0507-1308-0964,월09:30 - 18:30,뚱냥집사29,"이쁜 수지안토분 사러 갔어요
다 이뻐서 고민했어요^^  
희귀식물도 많이 비싸지 않고 상태 좋습니다",21.10.9.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_25%2F1665728291910aYSHm_JPEG%2F0CBB0B16-292C-43BF-AA3B-8DD4BFE5A913.jpeg']
아꼬화,"꽃집,꽃배달",,제주 제주시 동광로 102,0507-1308-0964,월09:30 - 18:30,Mirar,너무 친절하시고 예쁘고 감각적인 꽃과나무많아요,21.7.17.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_25%2F1665728291910aYSHm_JPEG%2F0CBB0B16-292C-43BF-AA3B-8DD4BFE5A913.jpeg']
아꼬화,"꽃집,꽃배달",,제주 제주시 동광로 102,0507-1308-0964,월09:30 - 18:30,ogi****,좋아요 😀,21.5.8.토,네이버,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221014_25%2F1665728291910aYSHm_JPEG%2F0CBB0B16-292C-43BF-AA3B-8DD4BFE5A913.jpeg']
승희상회,"슈퍼,마트",,제주 제주시 구좌읍 종달로5길 32-1,064-783-3237,,,,,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,쩌르미,,1.27.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,홀리몰리w,이 곳에서만 살 수 있는 제품들이 많아요 ,1.15.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,새알22,굿,22.10.26.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,nam****,굿,22.10.14.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,rbvmffl,엽서 넘 예뻐요,22.10.9.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,리카66,"아기자기한 제품들이 많아요
선물용으로 구매하기 좋았어요😄
사장님이 뜨개를 직접 뜨시더라고요
갖고 싶은 물건이 많아서 참느라 혼났어요 ㅋ",22.9.30.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,우왕3697,사장님 친절하시구 아이템도 예쁜게 많아요,22.9.30.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,너나들이9552,제주에서 갔던 소품샵 중에 젤 좋았어요,22.9.26.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,소정4510,좋아요,22.9.17.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,블루베리7860,좋아요 귀여워요,22.9.9.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,블루베리7860,이쁜거 한가득 입니다,22.9.9.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,smlsa743,"6시 마감 직전 도착한 디자인에이비!!
2년만에 보는거라 신나게 쇼핑했어요
클립펜 선물용으로 완전추천해요!!!
친절한 사장님 다음번에도 재방문 예정이에요
감사해요!!",22.9.9.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,SoY,좋아요,22.9.9.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,리카66,"아기자기한 소품들이 있는데 좀 유니크했어요
생각보다 구경하는 재미가 쏠쏠 했고요
사장님이 직접 뜨게를 하시더라고요
가방이나 코스터 마크라메 같은 것도 있는데
귀여운게 많았어요",22.8.29.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,aj9881,좋아용 ㅎㅎ,22.8.16.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,hmi****,귀여운 소품샵 판포포구갈때 필수!!,22.8.16.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,낌95,이곳은 올 때마다 엽서나 마그넷을 항상 사가는 곳!,22.8.12.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,bom****,지비츠샀어요,22.8.7.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,곰곰586,👍,22.8.5.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,김민정733,,22.7.29.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,눌루날라,주차장이 넓어서 좋아요. 아기자기 소품 많아요.,22.7.27.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,ehs****,굿,22.7.26.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,하늘바람별44,"아기자기한 물품들이 많아요! 
특히 벳지랑 마그네틱이요!!",22.7.8.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,아리아제,귀여운게 최고에요!,22.7.7.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,jyl****,귀엽고 이쁜거 많아요 ㅎㅎ,22.7.6.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,Journey,아기자기,22.7.5.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,sangharibo,소품샵 예뻐요ㅎㅎ ,22.7.2.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,moment2633,아기자기한 소품이 있고 다른 소품샵보다 더 개성 있는 제품이 많아서 좋아요! 특히 모빌이나 키링 진짜 예뻐요♡,22.6.30.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,앎이15,굿,22.6.25.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,이채영1,굿,22.6.25.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,HEEJAE,굿,22.6.24.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,hotjje0203,"사장님 나긋나긋 친절하시고
감각적이고 귀여운 소품들 짱입니다.
여기서 답례품 죄다 샀어여 ㅋㅋㅋㅋ
제주가면 또 갈껍니당 💛",22.6.20.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,붕붕카대장짱,진짜 너무너무너무 좋아요!!!!!! 다른곳이랑 달라요,22.6.19.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,늘떠나고싶다,좋아요 ,22.6.16.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,freeks1220,조아요,22.6.16.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,qkddnfseo,좋아요!,22.6.5.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,냉파요리,굿,22.6.3.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,빌캬,"기념품샵 물건들이 사실
거기서 거기인 느낌도 분명 있어요!
어디에나 있는 물건들,
But
여기서만 판매하는 물건이 아주소량 존재하구요 !
일단 매장이 너무 이쁘네요ㅎㅎ
맞은편 앞에 있는 집도 제주감성,,,너무 이쁘고
앞에 길에 핀 꽃도 너무이쁘고
주차장도 넓직합니당!",22.5.22.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,20151031,친절해요~다양한 디자인이 많아요~다른 소품샵과 차별되는 제품이 많아요,22.5.19.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,jy****,"지나가는 한적한길에 있던 소품샵. 나도 모르게 이끌려 들어간ㅎㅎ
몇가지 필요없는 상품 구매했는데..더살껄 후회되네요",22.5.17.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,hhs****,Good,22.5.16.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,구름위를둥둥둥,"제주 올 때 마다 들리는 곳이에요
영수증 리뷰는 처음인데 흔한 소품샵이랑 다르게 유니크하고 사장님 핸드메이드 소품들도 많아서 좋아요 :) 사진은 친구가 산 가방이랑 바나나 브로치인데 너무 예뻐서 제가 대신 올립니다 ㅎㅎ 
두번 세번 방문하세요! 왕추천이요 👍👍🔥",22.5.6.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,보라색5495,다양해요,22.5.6.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,말랭이102,하나하나 다 예뻐요. 가족 친구들 선물사주기 좋아용 사장님두 친절하심,22.4.30.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,polkadots,"제주도에서 제일 살 거 많은 소품샵,,,크기는 작은데도 한참을 구경하고 잔뜩 사서 나왔어요 ㅎㅎㅎ",22.4.20.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,삐약이 엄마,관광객은 아니고 현지인인데 이쁜게 많네요~^^,22.4.18.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,혁신이다,나만 알고싶은 소품샵! 뻔하지 않은 여기만의 제주 기념품을 살 수 있음,22.4.13.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,bonny0505,판포포구 근처에 있는 작고 귀여운 소품샵이에요! 이것저것 알차서 구경하다 보면 시간이 금방 갔어요,22.4.13.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,jul****,"제주소품샵들 중에 가장 예쁘고 살 것도 많았어요! 사장님도 친절하시구요 :) 제주 한달살이 기념품으로 컵이랑 방향제 샀는데, 돌아가서도 제주 기억 할게요 😊😊",22.4.1.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,youun,이쁜게 너무 많아요!,22.3.26.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,minimi6171,"마그네틱이랑 손수건 데꾸왔어요
마그네틱 종류가 다른곳에 없었던가라 좋아요!!",22.3.24.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,융다39,"아기자기한 소품 많고 좋아요
근처 해안도로 드라이브 하고 들리기 좋네욤",22.3.16.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,킁킁킁님,넘넘 가고싶었는데 위치가 잘 맞아서 갈 수 있었어요! 아기자기한거 많아서 행복한 장소! 오프너마그넷이랑 스티커 구매했어요~!,22.2.25.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,juliet69,한적한 곳에 위치한 하얀색 건물에 제주 특성이 담긴 작은 소품이 소쏘한 행복을 주는 가게입니다.,22.2.24.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,빛담29,건물이 이뻐요 바다보석 목걸이와 제주좋아반지 구입했는데 알레르기도 없고 이뿌네요,22.2.22.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,violetviolet,"제주갈 때 자주 들르는 소품샵이예요
자체제작 상품도 있고 좋아요
상품 디스플레이가 깔끔하게 되어 있어서
보기 편해요",22.2.18.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,이보라1443,.,22.2.17.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,안녕7824,매장이 귀여워요^^,22.2.14.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,말괄량이28,"다녀온지 많이 지나서 리뷰 작성해요.
주차도 편했고 강아지 안고 봐도 된다고 해주셔서 편하게 쇼핑했어요. 아기자기하고 사고 싶은 게 너무 많아서 고르느라 힘들었네요ㅎㅎ",22.2.5.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,unic,친절해요 다양해요,22.2.3.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,rkd****,"소모품샵은 작지만 귀엽구, 주차장은 넓고좋아요",22.2.2.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,뾰롱6169,너무이뽀요오오오오,22.2.1.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,카멜레온3025,주차가 편리해요,22.1.24.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,빈이6440,아기자기하고 주차장도 넓어요,22.1.24.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,ggr****,굳굳 귀여워용,22.1.20.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,미니3532,귀여워용🍊,22.1.12.수,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,dnp****,"진짜 이쁜게 너무 많아서 고민엄청 했어요!ㅎㅎ
모빌도 너무 이쁘고, 손뜨게 가방도, 엽서도, 양초도 다 너무너무 이뻐요!! 사장님께서 포장도 너무 이쁘게 잘해주셔서 선물용으로도 최고에용",22.1.9.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,얌6556,귀엽고 좋아요,22.1.8.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,상근이135,귀여운물건많네요,22.1.4.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,혁이혁이우리혁이,"네 번째 방문 !
재밋는 구경거리 많아요 !
다른 곳에서도 볼 만한 것들도 있지만 아닌 것들도 많아서 제주 올 때 마다 방문해요 !",21.12.30.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,sohyun97,좋아용,21.12.28.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,jin****,좋아요,21.12.26.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,크리넥스81,예쁜 물건이 많아요,21.12.25.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,JI58,"사장님도 친절하시고 소품샵 중에 제일 구매할 것 많아서 좋아요👍👍 과자도 받았어요ㅎ
다음에 또 재방문 할 것 같아요",21.12.19.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,매력녀72,이뻐요,21.12.11.토,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,라몽80,여러 이쁜 제품이 많아서 좋아요,21.12.9.목,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,보물을,좋아용,21.12.7.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,우리5265,예뻐요 ㅎㅎ,21.12.7.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,jin****,,21.12.7.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,슝슝4995,예쁜것도 다양하게 많았어요!!,21.11.26.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,아니요62,:),21.11.23.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,호사가32,가게는 작은데 구석구석 귀여운 거 많아요. 숙소 가는 길에 우연히 들어갔다가 20분 순삭!!,21.11.23.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,소미솜씨,아기자기 예쁜 소품들이 많았어요. 직원분도 친절하십니다!,21.11.21.일,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,점호시간입니다,아기자기한 물건들이 많고 너무 귀여워요!ㅠㅠ,21.11.12.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,겨울33,"다른곳과 다른 특!별!함!을 가진 곳.
그 특별함은? 
특별하게 불친절한 남자분!!!!!
가게 주인?? 손님이 귀찮으면 본인 정신건강을 위해 장사 접으시는게 좋을거 같은데...
종업원이시면 남의 영업장 말아 드시지마시고, 자진 사퇴를 고려해 보시는건 어떠신지...

sns보고 일부러 찾아간 곳.
ㅡ 광고엄청하였나 봄.
특별한 것 없는, 다른 소품샵에도 다 있는 흔하디 흔한 아이템.
포토존으로 예쁜가게는... 더 예쁜 소품샵도 많아서...
정말 1원 한 장 돈 쓰기 싫은 이곳에서 내가 굳이 내돈주고 구입, 
굳이 영수증까지 챙겨온것은!!!!
리뷰를 쓰기 위함.
이곳만의 특별함을 알리고자!!!
최!고!의!! 불!친!절!!!을 알리고자!!!!!
4일동안 제주도에서 딱한번 기분 나빴던곳.
바로 이곳!!!!!",21.11.8.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,와3270,"너무너무
불친절해요.
들어갔을 때부터 나오는 순간까지 기분이 정말 불쾌했어요.
말투가 너무  불친절해서 제가 무슨 죄를 지은 줄 알았네요^^
살면서 리뷰라는 걸 처음 쓰게 만들어준 가게입니다.",21.11.8.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,sososososo1,이쁜게 많아요~ 양말샀어요 ㅎㅎ,21.11.2.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,Ann123,소품도 다양하고 예쁜 것도 많아요!,21.11.1.월,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,kjw03627,이뻐요,21.10.29.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,콜라곰80,예쁜게 정말 많아요,21.10.29.금,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,벼리맘4647,굿,21.10.19.화,네이버,
디자인에이비,"판촉,기념품","별점
4.57/5",제주 제주시 한경면 판포4길 22,070-7348-8201,,momosus,제주도 관련 일러스트로 이루어진 귀여운 제품이 많아 선물사기 좋은 장소에요! 소품 퀄리티가 좋은 거 같아요 :),21.10.17.일,네이버,
